,value
543,blood_clot_dvt_bronchitis_emphysema_asthma_rhinitis_eczema_allergy_diagnosed_by_doctor_f6152_1_3
544,blood_clot_dvt_bronchitis_emphysema_asthma_rhinitis_eczema_allergy_diagnosed_by_doctor_f6152_1_4
545,blood_clot_dvt_bronchitis_emphysema_asthma_rhinitis_eczema_allergy_diagnosed_by_doctor_f6152_2_0
546,blood_clot_dvt_bronchitis_emphysema_asthma_rhinitis_eczema_allergy_diagnosed_by_doctor_f6152_2_1
547,blood_clot_dvt_bronchitis_emphysema_asthma_rhinitis_eczema_allergy_diagnosed_by_doctor_f6152_2_2
548,blood_clot_dvt_bronchitis_emphysema_asthma_rhinitis_eczema_allergy_diagnosed_by_doctor_f6152_2_3
549,blood_clot_dvt_bronchitis_emphysema_asthma_rhinitis_eczema_allergy_diagnosed_by_doctor_f6152_2_4
550,manichyper_symptoms_f6156_0_0
551,manichyper_symptoms_f6156_0_1
552,manichyper_symptoms_f6156_0_2
553,manichyper_symptoms_f6156_0_3
554,manichyper_symptoms_f6156_1_0
555,manichyper_symptoms_f6156_1_1
556,manichyper_symptoms_f6156_1_2
557,manichyper_symptoms_f6156_1_3
558,manichyper_symptoms_f6156_2_0
559,manichyper_symptoms_f6156_2_1
560,manichyper_symptoms_f6156_2_2
561,manichyper_symptoms_f6156_2_3
562,types_of_transport_used_excluding_work_f6162_0_0
563,types_of_transport_used_excluding_work_f6162_0_1
564,types_of_transport_used_excluding_work_f6162_0_2
565,types_of_transport_used_excluding_work_f6162_0_3
566,types_of_transport_used_excluding_work_f6162_1_0
567,types_of_transport_used_excluding_work_f6162_1_1
568,types_of_transport_used_excluding_work_f6162_1_2
569,types_of_transport_used_excluding_work_f6162_1_3
570,types_of_transport_used_excluding_work_f6162_2_0
571,types_of_transport_used_excluding_work_f6162_2_1
572,types_of_transport_used_excluding_work_f6162_2_2
573,types_of_transport_used_excluding_work_f6162_2_3
574,types_of_physical_activity_in_last_4_weeks_f6164_0_0
575,types_of_physical_activity_in_last_4_weeks_f6164_0_1
576,types_of_physical_activity_in_last_4_weeks_f6164_0_2
577,types_of_physical_activity_in_last_4_weeks_f6164_0_3
578,types_of_physical_activity_in_last_4_weeks_f6164_0_4
579,types_of_physical_activity_in_last_4_weeks_f6164_1_0
580,types_of_physical_activity_in_last_4_weeks_f6164_1_1
581,types_of_physical_activity_in_last_4_weeks_f6164_1_2
582,types_of_physical_activity_in_last_4_weeks_f6164_1_3
583,types_of_physical_activity_in_last_4_weeks_f6164_1_4
584,types_of_physical_activity_in_last_4_weeks_f6164_2_0
585,types_of_physical_activity_in_last_4_weeks_f6164_2_1
586,types_of_physical_activity_in_last_4_weeks_f6164_2_2
587,types_of_physical_activity_in_last_4_weeks_f6164_2_3
588,types_of_physical_activity_in_last_4_weeks_f6164_2_4
589,illness_injury_bereavement_stress_in_last_2_years_pilot_f10721_0_0
590,illness_injury_bereavement_stress_in_last_2_years_pilot_f10721_0_1
591,illness_injury_bereavement_stress_in_last_2_years_pilot_f10721_0_2
592,illness_injury_bereavement_stress_in_last_2_years_pilot_f10721_0_3
593,illness_injury_bereavement_stress_in_last_2_years_pilot_f10721_0_4
594,spread_type_pilot_f10767_0_0
595,bread_typeintake_pilot_f10776_0_0
596,reason_for_reducing_amount_of_alcohol_drunk_pilot_f10818_0_0
597,gestational_diabetes_only_pilot_f10844_0_0
598,reason_former_drinker_stopped_drinking_alcohol_pilot_f10853_0_0
599,never_eat_eggs_dairy_wheat_sugar_pilot_f10855_0_0
600,never_eat_eggs_dairy_wheat_sugar_pilot_f10855_0_1
601,never_eat_eggs_dairy_wheat_sugar_pilot_f10855_0_2
602,never_eat_eggs_dairy_wheat_sugar_pilot_f10855_0_3
603,variation_in_diet_pilot_f10912_0_0
604,duration_of_walks_pilot_f10953_0_0
605,duration_of_moderate_physical_activity_pilot_f10962_0_0
606,duration_of_vigorous_physical_activity_pilot_f10971_0_0
607,number_of_diet_questionnaires_completed_f20077_0_0
608,when_diet_questionnaire_completion_requested_f20078_0_0
609,when_diet_questionnaire_completion_requested_f20078_1_0
610,when_diet_questionnaire_completion_requested_f20078_2_0
611,when_diet_questionnaire_completion_requested_f20078_3_0
612,when_diet_questionnaire_completion_requested_f20078_4_0
613,dayofweek_questionnaire_completion_requested_f20079_0_0
614,dayofweek_questionnaire_completion_requested_f20079_1_0
615,dayofweek_questionnaire_completion_requested_f20079_2_0
616,dayofweek_questionnaire_completion_requested_f20079_3_0
617,dayofweek_questionnaire_completion_requested_f20079_4_0
618,dayofweek_questionnaire_completed_f20080_0_0
619,dayofweek_questionnaire_completed_f20080_1_0
620,dayofweek_questionnaire_completed_f20080_2_0
621,dayofweek_questionnaire_completed_f20080_3_0
622,dayofweek_questionnaire_completed_f20080_4_0
623,hourofday_questionnaire_completed_f20081_0_0
624,hourofday_questionnaire_completed_f20081_1_0
625,hourofday_questionnaire_completed_f20081_2_0
626,hourofday_questionnaire_completed_f20081_3_0
627,hourofday_questionnaire_completed_f20081_4_0
628,duration_of_questionnaire_f20082_0_0
629,duration_of_questionnaire_f20082_1_0
630,duration_of_questionnaire_f20082_2_0
631,duration_of_questionnaire_f20082_3_0
632,duration_of_questionnaire_f20082_4_0
633,delay_between_questionnaire_request_and_completion_f20083_0_0
634,delay_between_questionnaire_request_and_completion_f20083_1_0
635,delay_between_questionnaire_request_and_completion_f20083_2_0
636,delay_between_questionnaire_request_and_completion_f20083_3_0
637,delay_between_questionnaire_request_and_completion_f20083_4_0
638,vitamin_andor_mineral_supplement_use_f20084_0_0
639,vitamin_andor_mineral_supplement_use_f20084_0_1
640,vitamin_andor_mineral_supplement_use_f20084_0_2
641,vitamin_andor_mineral_supplement_use_f20084_0_3
642,vitamin_andor_mineral_supplement_use_f20084_0_4
643,vitamin_andor_mineral_supplement_use_f20084_0_5
644,vitamin_andor_mineral_supplement_use_f20084_0_6
645,vitamin_andor_mineral_supplement_use_f20084_0_7
646,vitamin_andor_mineral_supplement_use_f20084_0_8
647,vitamin_andor_mineral_supplement_use_f20084_0_9
648,vitamin_andor_mineral_supplement_use_f20084_0_10
649,vitamin_andor_mineral_supplement_use_f20084_0_11
650,vitamin_andor_mineral_supplement_use_f20084_0_12
651,vitamin_andor_mineral_supplement_use_f20084_0_13
652,vitamin_andor_mineral_supplement_use_f20084_0_14
653,vitamin_andor_mineral_supplement_use_f20084_0_15
654,vitamin_andor_mineral_supplement_use_f20084_0_16
655,vitamin_andor_mineral_supplement_use_f20084_0_17
656,vitamin_andor_mineral_supplement_use_f20084_0_18
657,vitamin_andor_mineral_supplement_use_f20084_0_19
658,vitamin_andor_mineral_supplement_use_f20084_0_20
659,vitamin_andor_mineral_supplement_use_f20084_1_0
660,vitamin_andor_mineral_supplement_use_f20084_1_1
661,vitamin_andor_mineral_supplement_use_f20084_1_2
662,vitamin_andor_mineral_supplement_use_f20084_1_3
663,vitamin_andor_mineral_supplement_use_f20084_1_4
664,vitamin_andor_mineral_supplement_use_f20084_1_5
665,vitamin_andor_mineral_supplement_use_f20084_1_6
666,vitamin_andor_mineral_supplement_use_f20084_1_7
667,vitamin_andor_mineral_supplement_use_f20084_1_8
668,vitamin_andor_mineral_supplement_use_f20084_1_9
669,vitamin_andor_mineral_supplement_use_f20084_1_10
670,vitamin_andor_mineral_supplement_use_f20084_1_11
671,vitamin_andor_mineral_supplement_use_f20084_1_12
672,vitamin_andor_mineral_supplement_use_f20084_1_13
673,vitamin_andor_mineral_supplement_use_f20084_1_14
674,vitamin_andor_mineral_supplement_use_f20084_1_15
675,vitamin_andor_mineral_supplement_use_f20084_1_16
676,vitamin_andor_mineral_supplement_use_f20084_1_17
677,vitamin_andor_mineral_supplement_use_f20084_1_18
678,vitamin_andor_mineral_supplement_use_f20084_1_19
679,vitamin_andor_mineral_supplement_use_f20084_1_20
680,vitamin_andor_mineral_supplement_use_f20084_2_0
681,vitamin_andor_mineral_supplement_use_f20084_2_1
682,vitamin_andor_mineral_supplement_use_f20084_2_2
683,vitamin_andor_mineral_supplement_use_f20084_2_3
684,vitamin_andor_mineral_supplement_use_f20084_2_4
685,vitamin_andor_mineral_supplement_use_f20084_2_5
686,vitamin_andor_mineral_supplement_use_f20084_2_6
687,vitamin_andor_mineral_supplement_use_f20084_2_7
688,vitamin_andor_mineral_supplement_use_f20084_2_8
689,vitamin_andor_mineral_supplement_use_f20084_2_9
690,vitamin_andor_mineral_supplement_use_f20084_2_10
691,vitamin_andor_mineral_supplement_use_f20084_2_11
692,vitamin_andor_mineral_supplement_use_f20084_2_12
693,vitamin_andor_mineral_supplement_use_f20084_2_13
694,vitamin_andor_mineral_supplement_use_f20084_2_14
695,vitamin_andor_mineral_supplement_use_f20084_2_15
696,vitamin_andor_mineral_supplement_use_f20084_2_16
697,vitamin_andor_mineral_supplement_use_f20084_2_17
698,vitamin_andor_mineral_supplement_use_f20084_2_18
699,vitamin_andor_mineral_supplement_use_f20084_2_19
700,vitamin_andor_mineral_supplement_use_f20084_2_20
701,vitamin_andor_mineral_supplement_use_f20084_3_0
702,vitamin_andor_mineral_supplement_use_f20084_3_1
703,vitamin_andor_mineral_supplement_use_f20084_3_2
704,vitamin_andor_mineral_supplement_use_f20084_3_3
705,vitamin_andor_mineral_supplement_use_f20084_3_4
706,vitamin_andor_mineral_supplement_use_f20084_3_5
707,vitamin_andor_mineral_supplement_use_f20084_3_6
708,vitamin_andor_mineral_supplement_use_f20084_3_7
709,vitamin_andor_mineral_supplement_use_f20084_3_8
710,vitamin_andor_mineral_supplement_use_f20084_3_9
711,vitamin_andor_mineral_supplement_use_f20084_3_10
712,vitamin_andor_mineral_supplement_use_f20084_3_11
713,vitamin_andor_mineral_supplement_use_f20084_3_12
714,vitamin_andor_mineral_supplement_use_f20084_3_13
715,vitamin_andor_mineral_supplement_use_f20084_3_14
716,vitamin_andor_mineral_supplement_use_f20084_3_15
717,vitamin_andor_mineral_supplement_use_f20084_3_16
718,vitamin_andor_mineral_supplement_use_f20084_3_17
719,vitamin_andor_mineral_supplement_use_f20084_3_18
720,vitamin_andor_mineral_supplement_use_f20084_3_19
721,vitamin_andor_mineral_supplement_use_f20084_3_20
722,vitamin_andor_mineral_supplement_use_f20084_4_0
723,vitamin_andor_mineral_supplement_use_f20084_4_1
724,vitamin_andor_mineral_supplement_use_f20084_4_2
725,vitamin_andor_mineral_supplement_use_f20084_4_3
726,vitamin_andor_mineral_supplement_use_f20084_4_4
727,vitamin_andor_mineral_supplement_use_f20084_4_5
728,vitamin_andor_mineral_supplement_use_f20084_4_6
729,vitamin_andor_mineral_supplement_use_f20084_4_7
730,vitamin_andor_mineral_supplement_use_f20084_4_8
731,vitamin_andor_mineral_supplement_use_f20084_4_9
732,vitamin_andor_mineral_supplement_use_f20084_4_10
733,vitamin_andor_mineral_supplement_use_f20084_4_11
734,vitamin_andor_mineral_supplement_use_f20084_4_12
735,vitamin_andor_mineral_supplement_use_f20084_4_13
736,vitamin_andor_mineral_supplement_use_f20084_4_14
737,vitamin_andor_mineral_supplement_use_f20084_4_15
738,vitamin_andor_mineral_supplement_use_f20084_4_16
739,vitamin_andor_mineral_supplement_use_f20084_4_17
740,vitamin_andor_mineral_supplement_use_f20084_4_18
741,vitamin_andor_mineral_supplement_use_f20084_4_19
742,vitamin_andor_mineral_supplement_use_f20084_4_20
743,reason_for_not_eating_or_drinking_normally_f20085_0_0
744,reason_for_not_eating_or_drinking_normally_f20085_0_1
745,reason_for_not_eating_or_drinking_normally_f20085_0_2
746,reason_for_not_eating_or_drinking_normally_f20085_0_3
747,reason_for_not_eating_or_drinking_normally_f20085_1_0
748,reason_for_not_eating_or_drinking_normally_f20085_1_1
749,reason_for_not_eating_or_drinking_normally_f20085_1_2
750,reason_for_not_eating_or_drinking_normally_f20085_1_3
751,reason_for_not_eating_or_drinking_normally_f20085_2_0
752,reason_for_not_eating_or_drinking_normally_f20085_2_1
753,reason_for_not_eating_or_drinking_normally_f20085_2_2
754,reason_for_not_eating_or_drinking_normally_f20085_2_3
755,reason_for_not_eating_or_drinking_normally_f20085_3_0
756,reason_for_not_eating_or_drinking_normally_f20085_3_1
757,reason_for_not_eating_or_drinking_normally_f20085_3_2
758,reason_for_not_eating_or_drinking_normally_f20085_3_3
759,reason_for_not_eating_or_drinking_normally_f20085_4_0
760,reason_for_not_eating_or_drinking_normally_f20085_4_1
761,reason_for_not_eating_or_drinking_normally_f20085_4_2
762,reason_for_not_eating_or_drinking_normally_f20085_4_3
763,type_of_special_diet_followed_f20086_0_0
764,type_of_special_diet_followed_f20086_0_1
765,type_of_special_diet_followed_f20086_0_2
766,type_of_special_diet_followed_f20086_0_3
767,type_of_special_diet_followed_f20086_0_4
768,type_of_special_diet_followed_f20086_0_5
769,type_of_special_diet_followed_f20086_1_0
770,type_of_special_diet_followed_f20086_1_1
771,type_of_special_diet_followed_f20086_1_2
772,type_of_special_diet_followed_f20086_1_3
773,type_of_special_diet_followed_f20086_1_4
774,type_of_special_diet_followed_f20086_1_5
775,type_of_special_diet_followed_f20086_2_0
776,type_of_special_diet_followed_f20086_2_1
777,type_of_special_diet_followed_f20086_2_2
778,type_of_special_diet_followed_f20086_2_3
779,type_of_special_diet_followed_f20086_2_4
780,type_of_special_diet_followed_f20086_2_5
781,type_of_special_diet_followed_f20086_3_0
782,type_of_special_diet_followed_f20086_3_1
783,type_of_special_diet_followed_f20086_3_2
784,type_of_special_diet_followed_f20086_3_3
785,type_of_special_diet_followed_f20086_3_4
786,type_of_special_diet_followed_f20086_3_5
787,type_of_special_diet_followed_f20086_4_0
788,type_of_special_diet_followed_f20086_4_1
789,type_of_special_diet_followed_f20086_4_2
790,type_of_special_diet_followed_f20086_4_3
791,type_of_special_diet_followed_f20086_4_4
792,type_of_special_diet_followed_f20086_4_5
793,types_of_spread_used_on_breadcrackers_f20087_0_0
794,types_of_spread_used_on_breadcrackers_f20087_0_1
795,types_of_spread_used_on_breadcrackers_f20087_0_2
796,types_of_spread_used_on_breadcrackers_f20087_0_3
797,types_of_spread_used_on_breadcrackers_f20087_0_4
798,types_of_spread_used_on_breadcrackers_f20087_0_5
799,types_of_spread_used_on_breadcrackers_f20087_0_6
800,types_of_spread_used_on_breadcrackers_f20087_0_7
801,types_of_spread_used_on_breadcrackers_f20087_0_8
802,types_of_spread_used_on_breadcrackers_f20087_0_9
803,types_of_spread_used_on_breadcrackers_f20087_0_10
804,types_of_spread_used_on_breadcrackers_f20087_0_11
805,types_of_spread_used_on_breadcrackers_f20087_0_12
806,types_of_spread_used_on_breadcrackers_f20087_1_0
807,types_of_spread_used_on_breadcrackers_f20087_1_1
808,types_of_spread_used_on_breadcrackers_f20087_1_2
809,types_of_spread_used_on_breadcrackers_f20087_1_3
810,types_of_spread_used_on_breadcrackers_f20087_1_4
811,types_of_spread_used_on_breadcrackers_f20087_1_5
812,types_of_spread_used_on_breadcrackers_f20087_1_6
813,types_of_spread_used_on_breadcrackers_f20087_1_7
814,types_of_spread_used_on_breadcrackers_f20087_1_8
815,types_of_spread_used_on_breadcrackers_f20087_1_9
816,types_of_spread_used_on_breadcrackers_f20087_1_10
817,types_of_spread_used_on_breadcrackers_f20087_1_11
818,types_of_spread_used_on_breadcrackers_f20087_1_12
819,types_of_spread_used_on_breadcrackers_f20087_2_0
820,types_of_spread_used_on_breadcrackers_f20087_2_1
821,types_of_spread_used_on_breadcrackers_f20087_2_2
822,types_of_spread_used_on_breadcrackers_f20087_2_3
823,types_of_spread_used_on_breadcrackers_f20087_2_4
824,types_of_spread_used_on_breadcrackers_f20087_2_5
825,types_of_spread_used_on_breadcrackers_f20087_2_6
826,types_of_spread_used_on_breadcrackers_f20087_2_7
827,types_of_spread_used_on_breadcrackers_f20087_2_8
828,types_of_spread_used_on_breadcrackers_f20087_2_9
829,types_of_spread_used_on_breadcrackers_f20087_2_10
830,types_of_spread_used_on_breadcrackers_f20087_2_11
831,types_of_spread_used_on_breadcrackers_f20087_2_12
832,types_of_spread_used_on_breadcrackers_f20087_3_0
833,types_of_spread_used_on_breadcrackers_f20087_3_1
834,types_of_spread_used_on_breadcrackers_f20087_3_2
835,types_of_spread_used_on_breadcrackers_f20087_3_3
836,types_of_spread_used_on_breadcrackers_f20087_3_4
837,types_of_spread_used_on_breadcrackers_f20087_3_5
838,types_of_spread_used_on_breadcrackers_f20087_3_6
839,types_of_spread_used_on_breadcrackers_f20087_3_7
840,types_of_spread_used_on_breadcrackers_f20087_3_8
841,types_of_spread_used_on_breadcrackers_f20087_3_9
842,types_of_spread_used_on_breadcrackers_f20087_3_10
843,types_of_spread_used_on_breadcrackers_f20087_3_11
844,types_of_spread_used_on_breadcrackers_f20087_3_12
845,types_of_spread_used_on_breadcrackers_f20087_4_0
846,types_of_spread_used_on_breadcrackers_f20087_4_1
847,types_of_spread_used_on_breadcrackers_f20087_4_2
848,types_of_spread_used_on_breadcrackers_f20087_4_3
849,types_of_spread_used_on_breadcrackers_f20087_4_4
850,types_of_spread_used_on_breadcrackers_f20087_4_5
851,types_of_spread_used_on_breadcrackers_f20087_4_6
852,types_of_spread_used_on_breadcrackers_f20087_4_7
853,types_of_spread_used_on_breadcrackers_f20087_4_8
854,types_of_spread_used_on_breadcrackers_f20087_4_9
855,types_of_spread_used_on_breadcrackers_f20087_4_10
856,types_of_spread_used_on_breadcrackers_f20087_4_11
857,types_of_spread_used_on_breadcrackers_f20087_4_12
858,types_of_spreadssauces_consumed_f20088_0_0
859,types_of_spreadssauces_consumed_f20088_0_1
860,types_of_spreadssauces_consumed_f20088_0_2
861,types_of_spreadssauces_consumed_f20088_0_3
862,types_of_spreadssauces_consumed_f20088_0_4
863,types_of_spreadssauces_consumed_f20088_0_5
864,types_of_spreadssauces_consumed_f20088_0_6
865,types_of_spreadssauces_consumed_f20088_0_7
866,types_of_spreadssauces_consumed_f20088_0_8
867,types_of_spreadssauces_consumed_f20088_0_9
868,types_of_spreadssauces_consumed_f20088_0_10
869,types_of_spreadssauces_consumed_f20088_0_11
870,types_of_spreadssauces_consumed_f20088_0_12
871,types_of_spreadssauces_consumed_f20088_0_13
872,types_of_spreadssauces_consumed_f20088_0_14
873,types_of_spreadssauces_consumed_f20088_0_15
874,types_of_spreadssauces_consumed_f20088_0_16
875,types_of_spreadssauces_consumed_f20088_1_0
876,types_of_spreadssauces_consumed_f20088_1_1
877,types_of_spreadssauces_consumed_f20088_1_2
878,types_of_spreadssauces_consumed_f20088_1_3
879,types_of_spreadssauces_consumed_f20088_1_4
880,types_of_spreadssauces_consumed_f20088_1_5
881,types_of_spreadssauces_consumed_f20088_1_6
882,types_of_spreadssauces_consumed_f20088_1_7
883,types_of_spreadssauces_consumed_f20088_1_8
884,types_of_spreadssauces_consumed_f20088_1_9
885,types_of_spreadssauces_consumed_f20088_1_10
886,types_of_spreadssauces_consumed_f20088_1_11
887,types_of_spreadssauces_consumed_f20088_1_12
888,types_of_spreadssauces_consumed_f20088_1_13
889,types_of_spreadssauces_consumed_f20088_1_14
890,types_of_spreadssauces_consumed_f20088_1_15
891,types_of_spreadssauces_consumed_f20088_1_16
892,types_of_spreadssauces_consumed_f20088_2_0
893,types_of_spreadssauces_consumed_f20088_2_1
894,types_of_spreadssauces_consumed_f20088_2_2
895,types_of_spreadssauces_consumed_f20088_2_3
896,types_of_spreadssauces_consumed_f20088_2_4
897,types_of_spreadssauces_consumed_f20088_2_5
898,types_of_spreadssauces_consumed_f20088_2_6
